"product_name","text","rating"
"Harrods Xmas Bear 2011 - brand new with tags","whats not to like ",5
"Pillow Pet 18-inch 1 Direction Puppy (Pink)","What I thought about this brilliant item ",5
"GE Entertainment Death Note Plush Toy - 7 Ryuk (GE-7050)","Wouldnt really class it as a toy... ",5
"Manhattan Toy Finger Puppet Box Set A Day at The Castle","bought these for my grandaughters christmas present. ",5
"Angry Birds Star Wars 12 Plush: Chewbacca","Five Stars ",5
"Bear Clothes fit 15 Build a Bear Teddies or Similar. Scrubs Doctor Nurse Teddy Outfit Personalised With a Name","Five Stars ",5
"Pokemon Plush Toy - Eevee Doll (Size L Large) Around 30cm 12 + Pokemon Sticker","Very cute ",3
"TY Cargo the Dog Beanie Baby","Cargo ",5
"Ty Beanie Babies 12 Plush Tiggs the Tiger","Five Stars ",5
"Bashful Black and Cream Puppy Dog Soft Toy - 31cm - by Jellycat","Lovely puppy ",5
"Webkinz Prairie Dog Plush Toy with Sealed Adoption Code","Lovely soft toy - closest I could find to a degu! ",5
"Alice in Wonderland: Alice Plush","Five Stars ",5
"Smasha-Ballz Mini Van Wolf Plush","Hours of fun! ",5
"Snoopy - Woodstock Small Soft Toy In Gift Bag","just like the Charlie brown and snoopy ",5
"Squishable Fox (15)","Soft squishy and squeezable! ",5
"My Little Pony Friendship Magic Collection - Plush Doll 6 Pieces Doll Set 6.5 (Rarity Pinkie Pie Applejack Fluttershy Rainbow Dash and Twilight Sparkle)","Nice Plushies great value! ",5
"Steiff 25cm Classic Teddy Bear (Blond)","Beautiful high quality product ",5
"TY PJ Bear Pink Small 7 Tall","PJ Bear A Childs Dream Doll ",5
"Charlie Bears Tippeetoes from the 2015 Charlie Bears Plush Collection","i would recommend it for anyone who loves teddies ",5
"Sesame Street - Snuffleupagus 17","Nice stuffed toy and a good introduction to Sesame street ",4
"Dempsey Designs Minicraft 18cm Guinea Pig Kit Length","Very pleased with this kit ",5
"Cuddly Soft Spinosaurus Dinosaur Soft Toy Gift 43cm","cuddly cute - my boy loved it ",5
"Mickey Mouse 36 x 36cm Mickey Cushion","Five Stars ",5
"Webkinz Jack Russell Dog Plush Toy with Sealed Adoption Code","cutesoft puppy ",4
"Jet Creations AN-KAN4 48in.L Inflatable Kangaroo","Five Stars ",5
"Pluto Sleepy Pluto Plush Toy","Five Stars ",5
"Teddy Bear with doberman pet dog image t-shirt","LIKE IT ",5
"Dear Zoo - 5 x Finger Puppets: Dog Elephant Giraffe Monkey and Lion Soft Crate Storage Bag - Rod Campbell","Delightful Dear Zoo Finger Puppets ",5
"TY Count the Bear Beanie Baby","Awesome bear and great price ",5
"Pounce the Cat - TY Beanie Baby","It is very well made and looks as though it will survive many years of play and love. ",5
"COWBOY BEBOP EDWARD & EIN PLUSH","Cute ",4
"McDonalds Happy Meal Toy DIGIMON Adventure Plush GOMAMON","gomamon plush toy ",5
"Pokemon Mega Mawile/Litleo/Mawile Plush Toy","Five Stars ",5
"Super Mario Plush - 10 Bowser Koopa Soft Stuffed Plush Toy","Gorgeously soft ",5
"Pack of 24 Artificial Chestnuts - Autumn Winter Christmas Decorations","Look so real! I have them in a glass ... ",5
"Me to You 6-inch Tatty Teddy 30th Birthday Bear (Grey)","Just one thing... ",4
"Me to You Tatty Teddy Grey Teddy Bear Holding A Flower Sits 6 Tall","so cute ",4
"Princess Purse With Doll Elastic - Ideal Party Bag Filler For Girls (Lilac)","Three Stars ",3
"Official Nintendo Super Mario Plush Series Stuffed Toy - 8 Princess Peach (Japanese Import)","Delightful toy ",5
"Aurora 8 inch Milly Lying","Cute and cuddly ",5
"Union Jack Cute Hoodie Teddy Bear","Four Stars ",4
"Plush owl with I Love my man T-shirt","Five Stars ",5
"Latitude Enfant 320622 Simon The Lion","Love them :) ",5
"Despicable Me 2 Electronic Soft Toy - Fluffy Unicorn","Its so fluffy! ",5
"Teddy in a Tin - Sleepy Bear - Gift in a Tin from Apples to Pears","Great product! ",5
"Keel Toys 20cm Sitting Panda","panda comfort ",5
"Animagic My Tender Care Twin Puppies","Very cute! ",5
"Steiff 035807 Will Cinnamon Teddy Bear Limited Edition of 1500","Dont show the wife ",5
"Teddy Bear Clothes Pink Sparkle Stripe Outfit fits Build a Bear Factory Teddies","Five Stars ",5
"Webkinz Batik Elephant Plush Toy with Sealed Adoption Code","Webkinz Batik Elephant ",4
"Hansa Wood Hog Plush Soft Toy 26cm Long","Furry gift thats a little different ",5
"Ty Beanie Babies Hello Kitty - Rose Turquoise and Purple Set of 3 Plush Toys","Hello Kitty ",5
"Snuggle Uppets Friendly Brown Bear","highly recommend ",5
"Frog 33cm Soft Toy Plush by Teddy Hermann","Hermann frog 33cm ",5
"Nintendo Pokemon Plush Toy - 12 Zoroark Plush Toy -- Yao Design","Pleased with purchase ",4
"RSPB Turtle Dove","Great unique present. ",5
"Andys Toy Chest 30cm Buzz Lightyear","The seven year old loved it Im getting a little fed up with ... ",5
"Chef Outfit","Fitted build a bear ",5
"TY Beanie Baby - Dinky the Duck","Dinky the Dodo bird ",4
"Steiff Mickey Mouse","Five Stars ",5
"NICI Snow Leopard Girl dangling 35cm","Snow Tiger ",5
"Tiger plush toy with I Love Alex T-Shirt (first name/surname/nickname)","Five Stars ",5
"Ty Stripes Buddy Beanie Boos 7136911 Soft Toy Tiger Large 21.5 cm","What a lovely soft toy! ",4
"Disney Toy Story Alien Soft Plush Doll Toy","Love my Toy Story alien ",5
"Ty Beanie Buddy 12-Inch Schweetheart the Orangutan","Lovey product very soft ",5
"Amscan International Sd-H One Direction Zayn","Five Stars ",5
"NICI Angel Bean Bag Keyring","Great gift ",5
"Teddy Bear with Cycling image t-shirt","Five Stars ",5
"Hasbro 20722148 FurReal Friends - Frenzies Cruisin Carrier","My four year old LOVES this ",5
"Worry Eater Soft Toy - Pomm","beautiful design ",5
"How To Train Your Dragon Soft Toy Toothless Night Fury Plush 22cm","Ok ",3
"Disney Mickey 2-in-1 Cushion Plush","Decent value for money. ",4
"Melissa & Doug Beagle Plush Toy","High quality product ",5
"TY Beanie Baby Hello Kitty - Peace Bear (Aqua)","Sweet little hippy chick ",5
"The Flash - Funko Mopeez Plush Figure - DC Comics","Small and expensive but very cool! ",5
"Steiff Mizzy Lynx (Beige/ Brown)","Just BEAUTIFUL!!! ❤️ ",5
"Ayumi Be You Doll / Plush / Soft Toy LOVE 38 cm with Glitter Trailer by Nici","Cute little character ",5
"Pintoy Wooden Shut The Box","Fun for all the family ",5
"Oblivion Set 7 Polyhedron Dice D4 D6 D8 D10 D12 D20 D00 (Assorted)","cursed but no longer. ",4
"Q-workshop Elven Bag","Nicely made. ",5
"50 x 12mm Pearl Plastic dice (Assorted)","Dice used for warhammer / 40k ",5
"Pearl Grey Set (dice0120)","Very pretty ",5
"SmartDealsPro LCR Dice Game Left Right Center Family Fun Night CLR RLC-Random Color","I really like this game it is so simplistic but allows everyone ... ",5
"Poker Dice in wooden box","beautifully made ",5
"Super Boggle","Concentration Please!! ",4
"14mm PERUDO dice set - 6 x 5 dice (Red Blue Green Black Orange Yellow)","Five Stars ",5
"Green 15mm D6 Oblivion x25","Five Stars ",5
"Hordes Circle Orboros Faction Dice","My luck rolling these sucks but great service ",4
"Big Cherry 24x Blob Dice 16mm D6 (Coloured Sides)","Five Stars ",5
"Polyhedral Dice","RPG-tastic! ",5
"Dice Pack of 20 x 16mm Red Pearl Spot Dice","Good colour and finish ",4
"Three 6 cm Wooden Dice - Jaques of London","Five Stars ",5
"Elvish Dice Black/White (7)","Great Dice ",5
"Dice 24 x 16mm Round Corner Spot - White","Help your child learn maths with a box load of dice ! ",4
"ARKHAM HORROR DICE SET (An Amazing Set of 5 d6 Die) Beige / Black","So I good I bought it twice ",5
"SmartDealsPro 10 Pack of Random Color D20 Polyhedral Dice DND RPG MTG Table Games","All mine were blue. The picture is a bit ... ",3
"Wizkids Quarriors Dice Game","Good gamelimited play ",4
"Big Cherry Dice 5x Purple D10 Die 10 Sided Dice","Great! ",5
"SmartDealsPro 10-Pack D6 Six Sided 14mm Glow In the Dark Dice Die","Five Stars ",5
"Bulk Dice - 50 x d10 10 sided polynomial dice - mixed colours","Five Stars ",5
"Ultra Pro Dual Deck Box [Toy]","Great value ",4
"Miniature Yatzy dice game. Ideal Christmas Cracker filler","Five Stars ",5
"Unique Runic Black D2 & White D4 Dice Set","Really excellent dice its nice to have a d4 you ... ",5
"Dice - 25 x 16mm 6 sided spot dice - mixed colours","Great for games ",5
"BICYCLE Playing Dices","Great ",5
"Perudo dice set - Liar Dice - 5 sets of 5 coloured dice 14mm size","perfect ",5
"NEW GARDEN GIANT STANDARD DRAUGHTS EVA FOAM DRAUGHT SET INDOOR OUTDOOR PARTY FAMILY GARDEN GAME KIDS CHILDRENS ADULT GAME","Five Stars ",5
"Big Cherry Dice 5x Green D10 Die 10 Sided Dice","No complaints no compliments. ",5
"Gamewright Feed the Kitty","Great fun for all the family ",5
"Beetle Drive Score Pads for Beetle game x 4 pads","Two Stars ",2
"14mm dice pack of 50 various colours available (White with black spots)","Good trader ",5
"Asmodee - Diavolo","My 9 year old was super excited to receive this game for Christmas (we have ... ",4
"Giant Snakes And Ladders Game","Fab well worth the money ",5
"Dice and counters pack 00555","Perfect starter pack for a new classroom ",5
"Q-workshop Japanese D10 Dice Set - Black & White","loved them ",5
"Pocket / Travel Poker Dice game","Very nice pocket game ",5
"Learning Resources Foam Number Dice","Does what it says on the pack. ",5
"Dice - Spot 10 x 22mm. 00566","Awesome dice!! ",5
"100 six sided dice 14mm random colours","Five Stars ",5
"Traditional Games Catch Me If You Can Game","Five Stars ",5
"10 x LARGE 19MM MIXED COLOURS TRANSLUCENT DICE / CRAPS Red black and green","Five Stars ",5
"Polyhedral 7-Die Opaque Dice Set - Dusty Green with Copper (d4 d6 d8 d10 d12 d20 & d00)","Pretty! ",5
"Q workshop Runic Dice set - Black and Yellow","Good product but... ",3
"Bigjigs Toys Shut The Box","Five Stars ",5
"Unique Runic White D2 & Black D4 Dice Set","these are excellent! love them a d4 and d2 that roll ... ",5
"Rorys Story Cubes Mix Intergalactic Family Game","Stimulates imagination many hours of enjoyment compact lightweight durable lovely presentation box highly recommend! ",5
"SmartDealsPro 5 in 1 Aluminum Alloy Solid Metal Table Board Game Portable Dice Dice Set Travel Case Deluxe Gift","Chunky nice. ",5
"WHATWEARS Sd Die D4 D6 D8 D10 D12 D20 MTG RPG D&D DND Poly Dices Pearl Green 7pcs","Good dice ",4
"SmartDealsPro 10-Pack D6 Six Sided 16mm Round Angle Opaque Dice Die-Random Color","Good assorted dice ",5
"Big Cherry Giant Dice! One 16cm (160mm) Giant Foam Die in Blue","Excellent for group games ",5
"Polyhedral 7-Die Opaque Dice Set - Green with White [Toy]","Very good - but READ this if you are interested in getting the plastic box ",5
"Pocket / Travel Beetle Drive game","Small but great ",4
"Gem Clear Set","Excellent ",5
"MY Games 10pc Dice Set","Five Stars ",5
"Polyhedral Dice: Gemini 4 Black-Purple w/ Gold","Five Stars ",5
"30 Dice 16mm Black and White","Good quality ",4
"Logo Grab Game","Lots of Fun ",5
"Story Cubes Prehistoria [Multilingual]","Love love love! ",5
"Handcrafted Wooden Dice Box With 5 Dice Set","Four Stars ",4
"SmartDealsPro Automatic Professional Dice Roller Cup Domes Battery Powered with 5 Dices","Brilliant! ",5
"Backspindle Games Luchador! Mexican Wrestling Dice Game","Table slamming ",5
"Pathfinder Kingmaker Dice (7) Dice Set","Five Stars ",5
"Mars Attacks the Dice Game","Awesome little game ",5
"Chessex Dice: Polyhedral 7-Die Opaque Dice Set - Yellow with Black [Toy]","Very good - but READ this if you are interested in getting the plastic box ",5
"Elvish Dice White/Black (7)","Lovely ",4
"Poker dice and dice cup 00592","Great stocking filler ",5
"DICEWORDS GAME","Durable portable dice game ",5
"Red 7mm D6 Opaque x25 Dice","Five Stars ",5
"Polyhedral Dice","Good design and good quality would recommend. ",5
"Q-workshop Runic Dice Set - Black & White","Like to get extra service ",5
"Q-Workshop - Set of White & Black Tribal Dice","Finally! My first dice set! ",5
"SmartDealsPro Set of 7 Dungeons and Dragons DND RPG MTG Table Games Dice(7 Colors Available) (Pure color series)","Dice Dice Baby. ",5
"Amscan 30cm Casino Inflatable Dice Decorations","Ok for the price. ",3
"LCR Dice Game (Red Chips)","Great game for a night in with friends. ",4
"SmartDealsPro 100-Pack D6 Six Sided 14mm Transparent Dice Die-Random Color","Good ",5
"Tech Dice Black-Blue Dice Set","EPIC> EVERYTHING I EXPECTED ",5
"Liars dice","Great game for all ages ",5
"40 dice - 12mm 6 sided spot dice MIXED COLOURS","Five Stars ",5
"Chessex Dice: Polyhedral 7-Die Scarab Dice Set - Scarlet with Gold CHX-27414","Very nice looking ",4
"Rorys Story Cubes Mix Medic Family Game","Stimulates imagination many hours of enjoyment compact lightweight durable lovely presentation box highly recommend! ",5
"Rory Story Cubes Mix Score","Stimulates imagination many hours of enjoyment compact lightweight durable lovely presentation box highly recommend! ",5
"Farkle - Dice Cup Game (Colours Vary)","Great game for all Young and old. ",5
"Crossword","Not a cross word ",5
"10 Sided Dice - Pack of 3","Five Stars ",5
"Amscan Hen Night Dare Dice Games","Five Stars ",5
"Dice Bomb Explosion Magic Trick Joke Novelty Gift","Enjoyed showing trick to all his friends ",4
"Dice spot. Pack of 100 x 12mm. diameter asstd cols 00561","It is literally 100 dice how can you go wrong ",5
"Dice pack of 10 polyhedron - 00536","no D6s ",4
"Galt Toys All Aboard","My son (3. 5y) loves playing with the game ... ",5
"WHATWEARS D20 Gaming Dice Twenty Sd Die RPG D&D Set of 6 Six Opaque Color","6 die for less than £2.00 winner all the way. ",5
"8 Sided Plastic Compass Dice (Red)","A fun item thats going to decide which road I take ... ",5
"10 RED CASINO STYLE DICE / CRAPS - LARGE 19MM NEW","Good dice ",5
"Q-workshop Pirate Dice (2)","Five Stars ",5
"Rio Grande Games Roll for The Galaxy Board Game","Great components and a much more accessible game than ... ",5
"Days of Wonder Ticket to Ride Dice Expansion Game","Dicefun for Ticket to Ride ",4
"20 BLUE CASINO STYLE DICE / CRAPS - LARGE 19MM NEW","Five Stars ",5
"Q-workshop Runic Dice Set - White & Black","Brilliant product! ",5
"Zombie Dice Bag","Five Stars ",5
"Left Center Right Dice Game in Tin","Game for all ages all in a small tin box ",5
"Housework Dice Game of Chores","Five Stars ",5
"Leather Dice Cup (One cup does not include dice)","Well made ",5
"Q-Workshop Elven SELV14 Dice Set for RPG Green & White","These dice were a gift and were very well ... ",4
"Galt Toys Pirate Pursuit","Great game! ",5
"Q-Workshop - Set of Transparent & Blue Elvish Dice","They are also extremely sturdy. How did I find this out ",5
"Big Cherry Dice 5x Red D10 Die 10 Sided Dice","Dice are fine but beware of paint quality. ",3
"Q-workshop Classic Dice Set - Black & White","Good ",4
"Traditional Games Shut the Box! Wooden Game","Great ",5
"Rory Story Cubes Fright Dice Mix","Stimulates imagination many hours of enjoyment compact lightweight durable lovely presentation box highly recommend! ",5
"Big Cherry - 10 x Pearl Green Ankh Dice ☥","Really good!! ",5
"10x7 dice sets opaque plastic mix of colours. Contains d4 d6 d8 d10 d12 d20 and d%","Good pack of dice for the price but poor blank inking. ",4
"Pocket / Travel Charades game","Cute little games ",5
"Purple 15mm D6 Oblivion x25 Dice","but the dice are wonderful good colors and no imperfections I have found ",4
"Q-Workshop - Set of Black & White Dragon Dice","Dragons are awesome ",5
"100 x 7mm opaque Plastic dice (Black)","My happy mistake. Turns out they are great for use ... ",5
"Chessex Dice: Polyhedral 7-Die Opaque Dice Set - Ivory with Black [Toy]","Decent quality but faint indicators on the 6 - 9 on the D20 ",4
"Fate Dice: Atomic Robo Dice","Five Stars ",5
"secret santa gifts for Her - Love Dice and Furry Handcuffs","great value ",4
"SmartDealsPro Automatic Professional Half Shell Golden Dice Roller Cup Domes Battery Powered with 5 Dices","Love it. Good value and the kids love it and always ask for it. ",4
"Giant Ludo Game","Five Stars ",5
"Bigjigs Toys Animal Shut the Box","Lovely Game ",5
"Pathfinder Crimson Throne (7) Dice Set","Beautiful dice a little hard to read but they ... ",5
"Q-workshop Runic Bag II","Nice for price. ",5
"BOGGLE. VINTAGE 1985 EDITION BY PARKER","Fantastic retro game in good condition. ",5
"Yahtzee Dice","Yahtzee - ancient game new frame ",5
"Shadowrun Decker Dice set by Q-workshop","Five Stars ",5
"Elvish Dice Transparent/Red (7)","Beautiful dice ",4
"Q-Workshop Polyhedral 7-Dice Set: Call of Cthulhu Beige & Black","Phnglui mglwnafh Cthulhu Rlyeh wgahnagl fhtagn ",5
"D20 Level Counter Black/White","Stunning D20! ",5
"12Pcs Foam Playing Dice - Random Colors","Does the job. ",3
"SmartDealsPro 8 x 7-Die Series 8 Colors Sparkle Dungeons and Dragons DND RPG MTG Table Games Dice","Good price minor flaws ",3
"Pathfinder Iron Gods (7) Dice Set","Five Stars ",5
"Dice bulk pack for D&D RPG - 5x7 dice sets opaque plastic 5 colours. d4 d6 d8 d10 d% d12 and d20 x5","Item as Described ",5
"Poker Chips - 120 Deluxe Gaming Chips Jaques of London","Not Really a Toy ",5
"10 Sided Dice - Single item","Brilliant dice good value for money. ",5
"Pearlescent Purple Poly RPG Dice Set and Bag","Five Stars ",5
"Luchador! Mexican Wrestling Dice","Great Fun Game - Ideal for kids of all ages. ",5
"Wooden Games Five Dice Set In A Cute Handcrafted Box Size: 12.7 X 3.8 X 3.8 cm","Well made attractive item. ",5
"Dude Dice High Score - Maths Level 2 age 9+","Making maths fun ",5
"Big Cherry Giant Dice! One 7cm (70mm) Giant Foam Die in Yellow","Good product ",4
"Pocket / Travel Yatzy dice game","Handy tin ",3
"50 x 12mm Round Corner Spot (Grey)","Cant go wrong ",5
"Schmidt Kniffel Kids","Lovely game ",5
"University Games 32 Dice Strategy Game","you will never be short of dice again ",3
"Black Leather Zombie Dice Cup","Superb ",5
"CHESSEX TRPG dice / dice Opaque Polyhedral (polyhedron) Black w / white 7 piece set (japan import)","Very good - but READ this if you are interested in getting the plastic box ",5
"Farkle Score Pads X 2 (100 sheets)","Farkle sparkles ",5
"Fuse","Explosive fun! ",5
"Plastic Wargaming Base Roleplay 25mm Round Slot x 20","modeled the surface into flagstones and used these to base up the chests etc that came in my super dungeon explore game ",5
